id,bag,ban,can,env,pbt,toy
pic,0.30781895,0.062462825,0.5276686,4.4926976e-05,7.140546e-05,0.101933315
pic,0.3213061,0.12241277,0.37735283,0.00016999072,0.0003843168,0.17837398
pic,0.22928356,0.09313018,0.49912322,9.1943686e-05,0.00023314756,0.17813805
pic,0.29384807,0.10375028,0.44678918,0.00018018605,0.0003146621,0.15511759
pic,0.26025286,0.09074487,0.49776247,0.000104968785,0.00017916686,0.15095569
pic,0.22907403,0.122925594,0.45760626,0.0001408446,0.0003110906,0.18994223
pic,0.25396594,0.1080001,0.5048669,0.00011954421,0.00027884028,0.13276877
pic,0.2782618,0.09037102,0.50132906,0.000107243824,0.00019089265,0.12974
pic,0.31607234,0.105993785,0.43275046,0.00010366698,0.00017754461,0.14490221
pic,0.28848538,0.07826722,0.48671117,0.00010516761,0.00020038166,0.14623062
pic,0.22499529,0.08449655,0.5404748,0.000104269275,0.00023250218,0.1496966
pic,0.29777083,0.11268792,0.45138502,0.00011844927,0.00027738235,0.13776045
pic,0.24089979,0.09433799,0.5302595,9.60544e-05,0.00018763739,0.13421904
pic,0.24617837,0.0901112,0.5042163,0.00010903241,0.00024959576,0.15913543
pic,0.32744667,0.10970294,0.415036,0.0001034413,0.00023174084,0.14747915
pic,0.28164178,0.0998765,0.4947897,9.7598415e-05,0.00015824406,0.123436145
pic,0.2955836,0.09135816,0.487363,0.000117355885,0.00029381714,0.12528406
pic,0.30445892,0.10999038,0.4474918,7.355803e-05,0.00015165645,0.13783365
pic,0.2634866,0.08982644,0.4956724,6.6393535e-05,0.000150407,0.15079774
pic,0.24471563,0.123202614,0.42280224,0.00016581593,0.00048502928,0.20862865
pic,0.24580213,0.07726682,0.55936146,0.000111969464,0.00020305788,0.117254585
pic,0.27370736,0.09124779,0.49638644,0.00010124273,0.00020105585,0.13835609
pic,0.35042155,0.07493028,0.44071546,8.861698e-05,0.00020289369,0.13364117
pic,0.3379362,0.108436905,0.43799046,7.854005e-05,0.00016052437,0.115397446
pic,0.2987385,0.09103131,0.480829,7.718525e-05,0.0001606618,0.12916338
pic,0.25522438,0.09683828,0.49707595,9.299114e-05,0.00023845903,0.15053001
pic,0.20510869,0.09604253,0.59090954,8.430994e-05,0.00017924646,0.107675605
pic,0.30956525,0.10031823,0.41778687,0.00011774474,0.00025421477,0.17195778
pic,0.29313567,0.099830724,0.45585296,0.00010947363,0.00019224401,0.15087888
pic,0.24566962,0.07657289,0.5790334,7.325351e-05,0.00021777241,0.098433025
pic,0.28985366,0.12687306,0.43896207,7.236805e-05,0.00016436033,0.14407453
pic,0.23204881,0.06786253,0.598257,5.9094484e-05,0.00012413219,0.10164835
pic,0.29471356,0.079458065,0.51701725,8.601759e-05,0.00018779917,0.10853729
pic,0.3386191,0.07367302,0.4398073,6.500667e-05,0.00015642415,0.14767909
pic,0.25792342,0.07796394,0.52758914,0.00010445816,0.00021638279,0.13620263
pic,0.32882422,0.09485333,0.4609561,0.000116203715,0.0002098054,0.11504033
pic,0.280902,0.11534613,0.41489106,0.00016039063,0.0003597863,0.18834056
pic,0.22934154,0.109031886,0.530231,0.00010213473,0.00023066011,0.13106282
pic,0.24936563,0.10694208,0.50329244,9.4148796e-05,0.00022897858,0.14007674
pic,0.24299121,0.09565894,0.55563307,8.5724576e-05,0.00023344472,0.105397716
pic,0.2585205,0.093156226,0.49971247,7.803302e-05,0.00024556415,0.14828724
pic,0.25219986,0.109768465,0.49295986,7.654205e-05,0.00019700667,0.1447983
pic,0.28642744,0.094600916,0.49334502,7.63975e-05,0.00019550766,0.12535469
pic,0.27383155,0.085484035,0.50937724,0.00010353073,0.0001750889,0.13102867
pic,0.30533838,0.10537866,0.44854492,0.00013363111,0.0003558684,0.14024858
pic,0.21247174,0.071340226,0.5950103,0.00012092915,0.00021803667,0.120838776
pic,0.25749314,0.08726793,0.5480699,8.729554e-05,0.00015202632,0.106929675
pic,0.27331904,0.11476087,0.476932,0.00013766254,0.0003277785,0.1345227
pic,0.2615221,0.08812991,0.47040805,7.836661e-05,0.00020309004,0.17965844
pic,0.3295528,0.09178405,0.43457007,0.00012611042,0.00023823364,0.14372867
pic,0.2671263,0.06563372,0.5552539,7.2862254e-05,0.00013116532,0.11178197
pic,0.24437936,0.08826957,0.50757366,0.000107659296,0.0003045365,0.1593652
pic,0.27244022,0.09592359,0.5083016,8.2167295e-05,0.00017728699,0.123075105
pic,0.29530686,0.12600666,0.4067397,0.00011956909,0.00028115226,0.17154607
pic,0.2669,0.094063684,0.4902283,9.2769296e-05,0.00014645341,0.1485689
pic,0.18703547,0.082154036,0.5962678,8.883821e-05,0.0002233991,0.13423039
pic,0.34076804,0.09150402,0.42301673,0.00011340915,0.00019863516,0.1443991
pic,0.28755963,0.0961728,0.47868243,0.00017417442,0.00026341094,0.13714756
pic,0.2664179,0.07475728,0.51880336,8.120965e-05,0.0001854058,0.13975489
pic,0.3338521,0.08961267,0.4284055,7.0964576e-05,0.00018206493,0.14787666
pic,0.30578786,0.082094796,0.48098835,9.284971e-05,0.00017269872,0.13086347
pic,0.2793192,0.09189209,0.46910548,0.00013396925,0.00032042927,0.15922883
pic,0.28242227,0.074265584,0.5262576,9.308183e-05,0.00016859813,0.11679286
pic,0.30257908,0.07473441,0.47335336,7.779769e-05,0.00017229204,0.14908308
pic,0.23463503,0.07796543,0.55797726,9.8275326e-05,0.00020621289,0.12911783
pic,0.21402065,0.09249198,0.55951285,9.165955e-05,0.00024528315,0.13363767
pic,0.22797716,0.061752595,0.61153644,5.3674506e-05,0.00013872817,0.09854143
pic,0.28823042,0.078470334,0.46912003,0.00010432029,0.00022537984,0.16384964
pic,0.25343826,0.091419965,0.49865156,7.960074e-05,0.00024104671,0.1561696
pic,0.29702154,0.09240217,0.47459966,8.185578e-05,0.00020977604,0.13568501
pic,0.28407034,0.10933371,0.44587314,0.00010267171,0.00025889534,0.16036125
pic,0.23758188,0.08148498,0.54865927,0.0001204645,0.00020066707,0.13195278
pic,0.27177706,0.10361636,0.47661802,0.00010968597,0.00022500692,0.14765377
pic,0.24836591,0.085881464,0.53517574,8.5554435e-05,0.00019980669,0.13029158
pic,0.30905932,0.08694593,0.4667215,9.960152e-05,0.000238515,0.1369351
pic,0.22740683,0.074282244,0.58790994,8.7805995e-05,0.00020950052,0.11010365
pic,0.2013373,0.081941426,0.58209646,7.158836e-05,0.00011924153,0.13443395
pic,0.17559032,0.06489778,0.63317454,9.041099e-05,0.00016279863,0.1260841
pic,0.25619614,0.09858385,0.5135142,9.451999e-05,0.00026528107,0.13134593
pic,0.20867811,0.0783421,0.591494,8.0096775e-05,0.00019788896,0.12120779
pic,0.918756,0.022623116,0.0054903137,4.96139e-07,2.5160266e-06,0.053127516
pic,0.057056528,0.6185313,0.010933,6.966743e-06,0.00013171142,0.3133405
pic,0.012272773,0.97360456,7.311047e-05,5.3126357e-08,8.594024e-06,0.014040966
pic,0.004853046,0.991536,0.00041746118,2.2250372e-07,6.2043196e-06,0.0031870243
pic,0.019669592,0.9590645,0.0010121106,3.3864476e-06,2.5592846e-05,0.02022472
pic,0.018424395,0.9580867,0.00046368674,1.3677414e-06,4.16589e-05,0.022982165
pic,0.078671046,0.7792935,0.008851816,1.1070474e-05,0.00026918037,0.13290343
pic,0.044319585,0.8870706,0.0031055782,1.7005661e-06,5.2086703e-05,0.065450415
pic,0.033091944,0.933619,0.004009405,8.8980823e-07,2.4758901e-05,0.029253898
pic,0.36875576,0.5887928,0.0005769479,1.1737631e-07,3.1770242e-06,0.041871153
pic,0.059505228,0.9131892,0.0010197494,9.1044846e-08,1.09340235e-05,0.026274908
pic,0.019039843,0.9767567,0.001778058,8.534209e-08,2.7347807e-07,0.0024252306
pic,0.07001739,0.9226048,0.0012558766,2.0184542e-08,1.2940282e-07,0.006121772
pic,0.7244098,0.18009378,0.0047682794,3.8911733e-07,5.7530497e-06,0.090721875
pic,0.7533865,0.047131125,0.12440389,3.000024e-05,5.0038296e-05,0.07499859
pic,0.7065059,0.047864385,0.1256789,4.757771e-05,3.4309716e-05,0.11986898
pic,0.6132766,0.0690635,0.21326005,4.1231197e-05,0.000116637326,0.1042421
pic,0.36501476,0.08785515,0.3668886,0.000109497705,0.0001365018,0.1799954
pic,0.41261572,0.115259916,0.30056983,0.00017879673,0.00030344207,0.17107229
pic,0.33457708,0.09424232,0.3939968,0.00013810337,0.00030554336,0.17674015
pic,0.3714078,0.12988898,0.27793917,9.977727e-05,0.00029564693,0.22036849
pic,0.33738157,0.10402317,0.35872173,0.00014586885,0.00030830913,0.19941929
pic,0.42520958,0.1267354,0.26343274,0.00010728596,0.000259939,0.184255
pic,0.30055737,0.10877114,0.38608757,9.948998e-05,0.00031666286,0.20416783
pic,0.37836894,0.124320336,0.3109054,0.00013518895,0.000305986,0.18596414
pic,0.32877842,0.10480536,0.39306492,9.769226e-05,0.00030184054,0.17295186
pic,0.37476316,0.11167256,0.37039942,0.00010257924,0.00024245623,0.14281973
pic,0.35391283,0.12077009,0.3366805,0.00010588156,0.00030793215,0.18822286
pic,0.44246942,0.12694074,0.256354,0.00013204695,0.00031011703,0.1737937
pic,0.36820725,0.13043207,0.3172951,0.00010302713,0.00025932532,0.18370323
pic,0.3040992,0.095415644,0.44342095,8.528776e-05,0.00022245044,0.15675658
pic,0.35597837,0.13439402,0.3124319,0.00012973406,0.00041327975,0.19665265
pic,0.38059822,0.10376125,0.31199268,0.00013874967,0.00030351125,0.20320554
pic,0.32411486,0.11904208,0.35805005,0.00010141388,0.00031288003,0.19837867
pic,0.35692048,0.12145005,0.3721496,7.878676e-05,0.00023991808,0.1491612
pic,0.33240938,0.09907676,0.39690343,0.000116431314,0.00026488214,0.17122918
pic,0.35286343,0.1283173,0.3434339,0.0001410852,0.0004243944,0.17481993
pic,0.3272918,0.10362458,0.34831282,0.00010716722,0.00031212837,0.22035152
pic,0.3303813,0.10238389,0.4190154,8.28342e-05,0.00018834673,0.14794825
pic,0.37154648,0.15880162,0.2619102,0.00014196736,0.00035250536,0.20724721
pic,0.33428344,0.13919026,0.3202583,0.00014090033,0.00042905283,0.20569815
pic,0.31688386,0.12223646,0.3587659,0.00014081136,0.00031881084,0.20165423
pic,0.3888851,0.09962843,0.3504251,0.00016184525,0.00037300703,0.16052654
pic,0.41040656,0.12552357,0.29501614,0.00012501571,0.00032471446,0.168604
