id,bag,ban,can,env,pbt,toy
pic,0.35951656,0.10674966,0.36686024,0.00013673905,0.00037549576,0.16636132
pic,0.38529888,0.12959453,0.30648628,0.00013701375,0.0003092537,0.17817406
pic,0.44849834,0.13097398,0.29222324,0.00012979361,0.00027533786,0.12789929
pic,0.3867781,0.12549329,0.3118705,0.000103258026,0.00031522792,0.17543963
pic,0.39923635,0.13370101,0.3195235,9.902928e-05,0.00023395912,0.14720616
pic,0.42526904,0.08212025,0.36075485,9.15665e-05,0.00022139259,0.13154279
pic,0.3604141,0.12090231,0.36301127,0.00010068021,0.00023527851,0.15533641
pic,0.46526027,0.099202976,0.2682135,8.373078e-05,0.00016800937,0.16707154
pic,0.34773383,0.11658568,0.37128836,8.6147505e-05,0.00020729953,0.16409859
pic,0.37909603,0.11528028,0.3347158,8.857271e-05,0.00017000131,0.17064932
pic,0.30796954,0.12967972,0.36392948,0.00012273884,0.00037271492,0.1979257
pic,0.33305302,0.10121712,0.42269036,9.695873e-05,0.00017473355,0.14276789
pic,0.33137476,0.1332625,0.34756345,0.00012556871,0.0002779318,0.18739577
pic,0.47460622,0.08970199,0.07117973,1.03195525e-05,6.7717665e-05,0.36443403
pic,0.49867156,0.23668303,0.04358736,4.4383964e-06,7.8998004e-05,0.22097464
pic,0.026577787,0.014525801,0.0018621549,1.7098664e-07,7.53424e-05,0.9569587
pic,0.20228809,0.038507164,0.00502565,7.920369e-07,0.0001023824,0.7540759
pic,0.08187262,0.017063169,0.002607956,1.2825244e-06,4.3805856e-05,0.89841115
pic,0.046473775,0.0129658105,0.0002008023,9.327817e-08,1.0989838e-05,0.94034845
pic,0.7979522,0.042826362,0.024331536,3.5055455e-06,9.755859e-05,0.13478893
pic,0.54534143,0.009583068,0.0033274987,9.798807e-08,8.18604e-06,0.44173962
pic,0.38155878,0.010888744,0.00060414965,2.2718864e-06,2.6702064e-05,0.6069193
pic,0.36328703,0.024556302,0.00038512537,1.7139623e-06,2.7767885e-05,0.61174214
pic,0.58285594,0.017786225,0.00020505632,1.7946103e-06,2.3902023e-05,0.3991271
pic,0.8275756,0.0074312165,0.0006036859,5.4369643e-06,4.5560322e-05,0.16433838
pic,0.8317835,0.02067625,0.0006247693,1.2986276e-05,7.0974405e-05,0.14683145
pic,0.91499346,0.0070551704,0.00067904283,1.0030962e-05,0.00013672851,0.07712558
pic,0.9303498,0.009160462,0.00026698943,1.4487113e-06,7.1607647e-06,0.060214125
pic,0.8952584,0.014129838,0.00064206717,5.291717e-06,1.8796583e-05,0.089945644
pic,0.7479438,0.017811395,0.0014465381,2.7831834e-06,1.0571065e-05,0.23278481
pic,0.94077307,0.0020579062,0.00023817962,4.2700887e-07,8.424213e-06,0.05692198
pic,0.3885257,0.0645453,0.33954874,4.0901847e-05,6.115095e-05,0.20727819
pic,0.4045468,0.089472994,0.35245445,9.434041e-05,0.000110902,0.15332037
pic,0.41678354,0.10310162,0.29359064,8.369105e-05,0.00021910228,0.1862215
pic,0.40057462,0.09731277,0.33268395,8.6281936e-05,0.00019156847,0.16915084
pic,0.37847257,0.09203215,0.34544325,0.00011506848,0.0001899492,0.18374714
pic,0.28196862,0.09374149,0.41105586,8.434816e-05,0.00017407423,0.21297559
pic,0.390199,0.104872905,0.334958,9.136789e-05,0.00026002835,0.16961874
pic,0.34749007,0.11784763,0.3718722,0.00010410869,0.000196153,0.16248992
pic,0.47327596,0.119261555,0.2629931,5.2863794e-05,0.00015873536,0.14425778
pic,0.37036932,0.11900172,0.29156476,6.49986e-05,0.00019022552,0.21880902
pic,0.38606796,0.12094418,0.2736142,0.00011148619,0.00026766484,0.2189945
pic,0.44347274,0.10855796,0.30116332,7.068281e-05,0.00018055599,0.14655484
pic,0.38774687,0.09148461,0.32988402,6.1394385e-05,0.0001661248,0.19065699
pic,0.42936906,0.1158979,0.26051566,8.6991226e-05,0.00025537805,0.19387503
pic,0.37114945,0.09832573,0.3598774,8.760162e-05,0.0003462092,0.17021367
pic,0.40422788,0.10242823,0.2969784,7.686318e-05,0.00020783443,0.19608086
pic,0.3759575,0.09920432,0.37473318,9.699616e-05,0.0002487457,0.14975925
pic,0.36006308,0.106422484,0.35657406,8.112064e-05,0.0002678271,0.17659138
pic,0.34077483,0.10248038,0.34945196,8.91206e-05,0.0002386873,0.20696492
pic,0.34130648,0.14520685,0.33979514,9.376467e-05,0.00027800477,0.17331986
pic,0.4197614,0.13154188,0.2772044,8.239623e-05,0.00018988663,0.17122005
pic,0.33064425,0.0858684,0.46131235,5.8683097e-05,0.00017240488,0.12194397
pic,0.3571632,0.11181926,0.37984207,7.845083e-05,0.00023211185,0.15086497
pic,0.30136415,0.12062052,0.32440937,0.00010630756,0.00028043083,0.2532192
pic,0.37243247,0.11013238,0.32431483,8.497287e-05,0.00018377873,0.19285151
pic,0.3618091,0.12283749,0.3049874,0.00010207927,0.00020017281,0.21006374
pic,0.34230614,0.097005986,0.4088956,8.634643e-05,0.00020208035,0.15150379
pic,0.22842573,0.1265445,0.40309185,0.00010111697,0.00032286177,0.241514
pic,0.38775307,0.1112788,0.29540002,7.38937e-05,0.00015687384,0.20533735
pic,0.33137015,0.11114663,0.37047312,7.985165e-05,0.00020827439,0.18672197
pic,0.30743313,0.121661484,0.3483007,0.000103636274,0.0002992915,0.22220178
pic,0.33751056,0.103364855,0.36000937,6.2485495e-05,0.00017121492,0.19888149
pic,0.37422723,0.13959254,0.29448012,7.9177975e-05,0.00021948642,0.19140145
pic,0.3877053,0.10669048,0.35353324,8.4804e-05,0.00024746812,0.15173873
pic,0.9623728,0.0058695516,0.012085198,6.4371943e-07,1.4521814e-05,0.019657282
pic,0.24694827,0.14080381,0.15930215,3.6273705e-06,0.00921516,0.44372693
pic,0.7971378,0.055225834,0.087745346,2.207998e-06,0.00068322907,0.059205636
pic,0.5779934,0.17443919,0.12458676,2.3322793e-05,0.05456488,0.068392515
pic,0.469624,0.20162103,0.17482735,3.4042925e-05,0.01189914,0.14199446
pic,0.5006466,0.18620603,0.21049237,1.7865868e-05,0.025897326,0.07673983
pic,0.25569573,0.20807257,0.41093272,3.112399e-05,0.04221422,0.083053514
pic,0.87229,0.03162586,0.06111221,3.812466e-06,0.00045121915,0.03451695
pic,0.9108685,0.02215834,0.028526083,2.0268591e-07,0.00016808181,0.038278766
pic,0.45340955,0.08194999,0.29200202,3.1415657e-05,6.890315e-05,0.17253815
pic,0.3189664,0.083286054,0.44656816,6.780229e-05,0.0001172869,0.15099435
pic,0.38226902,0.13950163,0.29681608,0.00013154157,0.00034256486,0.1809391
pic,0.33934107,0.13254565,0.38236994,0.00013252988,0.00030362353,0.1453072
pic,0.34171593,0.13914089,0.3016073,9.748627e-05,0.00040014408,0.21703827
pic,0.26912636,0.12699053,0.37137774,0.00015207291,0.00041979228,0.23193358
pic,0.30638313,0.10957736,0.36124796,0.00010789767,0.00023806123,0.22244558
pic,0.9748975,0.022338642,0.0016708474,1.2884934e-07,2.868936e-05,0.0010642022
pic,0.4303606,0.06306556,0.5040036,4.1851576e-06,0.00040650123,0.0021595934
pic,0.6883291,0.1411418,0.11277827,1.6701553e-06,0.0006283804,0.057120867
pic,0.5410612,0.15675378,0.23968667,2.0103676e-05,0.007112695,0.055365566
pic,0.719667,0.08216888,0.15093362,6.9512744e-06,0.0011900666,0.046033394
pic,0.9159398,0.032438442,0.035490114,2.3951332e-06,0.00020124776,0.015927952
pic,0.64554596,0.036777925,0.31050766,4.785735e-06,0.00025564167,0.006908084
pic,0.49784988,0.2966633,0.19418143,2.0089703e-05,0.0011186702,0.0101666
